City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
385,coahuayana,18.73,-103.68,69.8,83,40,2.51,MX,1605364030
386,svetlyy,54.67,20.13,44.6,93,75,6.71,RU,1605364030
387,kahului,20.89,-156.47,73.0,68,40,5.82,US,1605363732
388,ponta do sol,32.67,-17.1,71.6,88,40,16.11,PT,1605364030
389,olinda,-8.01,-34.86,84.2,74,75,11.41,BR,1605364030
390,honiara,-9.43,159.95,75.2,100,20,4.99,SB,1605363916
391,naze,28.37,129.48,75.2,69,20,16.11,JP,1605364030
392,la crosse,43.8,-91.24,34.0,50,1,16.11,US,1605363821
393,mbuji-mayi,-6.15,23.6,77.41,81,99,9.93,CD,1605364030
394,lagoa,39.05,-27.98,66.16,91,100,12.26,PT,1605364030
395,kitui,-1.37,38.01,72.72,77,82,9.98,KE,1605363984
396,mahajanga,-15.72,46.32,86.0,66,20,12.75,MG,1605364030
397,barcelos,41.54,-8.62,62.6,93,75,16.11,PT,1605364030
398,moratuwa,6.77,79.88,82.4,78,20,5.82,LK,1605363913
399,jiuquan,39.74,98.52,35.49,77,0,4.12,CN,1605364031
400,telimele,10.92,-13.33,89.85,24,0,5.19,GN,1605364031
401,marsh harbour,26.54,-77.06,79.75,73,1,4.65,BS,1605364031
402,shu,43.6,73.76,36.73,71,100,4.27,KZ,1605364031
403,nelspruit,-25.47,30.97,89.6,18,0,9.17,ZA,1605364031
404,bellegarde-sur-valserine,46.11,5.82,62.6,51,0,4.7,FR,1605364031
405,marzuq,14.4,46.47,79.03,18,92,10.2,YE,1605364031
406,foumban,5.73,10.9,81.66,44,55,5.3,CM,1605364031
407,cabo rojo,18.09,-67.15,84.0,67,97,1.01,PR,1605363871
408,sarti,40.1,23.98,60.17,61,6,6.24,GR,1605364031
409,ola,59.58,151.28,21.9,96,100,16.17,RU,1605364032
410,sept-iles,50.2,-66.38,33.01,94,90,11.41,CA,1605364032
411,maturin,9.75,-63.18,83.17,78,100,3.13,VE,1605363960
412,san vicente,-26.62,-54.13,88.54,30,0,5.35,AR,1605364032
413,meulaboh,4.14,96.13,79.48,86,100,3.02,ID,1605364032
414,nantucket,41.28,-70.1,51.8,57,1,13.87,US,1605363841
415,severobaykalsk,55.65,109.32,14.61,85,0,6.8,RU,1605364032
416,labrea,-7.26,-64.8,92.41,51,99,2.66,BR,1605363793
417,shelopugino,51.65,117.56,17.69,97,24,1.9,RU,1605364032
418,novikovo,51.15,37.89,33.75,87,100,2.8,RU,1605364032
419,iranshahr,27.2,60.68,69.8,40,20,16.11,IR,1605364032
420,hobyo,5.35,48.53,82.08,68,0,12.77,SO,1605364032
421,hilton head island,32.22,-80.75,66.2,72,1,4.41,US,1605364016
422,biak,-0.91,122.88,78.84,78,5,0.85,ID,1605364032
423,phuket,8.0,98.25,86.0,88,20,2.24,TH,1605364032
424,pafos,34.77,32.42,71.6,64,20,13.87,CY,1605364032
425,cadiz,36.5,-5.75,68.0,82,75,10.29,ES,1605364033
426,bangalore,12.98,77.6,75.2,73,20,4.7,IN,1605364033
427,muskegon,43.3,-86.13,33.01,90,20,10.29,US,1605364033
428,axim,4.87,-2.24,84.13,69,23,8.79,GH,1605364033
429,sisimiut,66.94,-53.67,14.11,87,16,11.48,GL,1605364033
430,waingapu,-9.66,120.26,83.03,67,0,3.2,ID,1605364033
431,egvekinot,66.32,-179.17,4.57,89,61,4.61,RU,1605364033
432,tiksi,71.69,128.87,-7.64,91,60,3.69,RU,1605364033
433,leningradskiy,69.38,178.42,5.13,87,36,6.38,RU,1605364033
434,necochea,-38.55,-58.74,72.0,81,100,10.0,AR,1605364033
435,magaria,13.0,8.91,94.77,15,96,14.7,NE,1605364033
436,jumla,29.27,82.18,46.31,54,0,4.79,NP,1605364033
437,itarema,-2.92,-39.92,90.0,54,98,19.62,BR,1605364033
438,novoagansk,61.94,76.66,-1.84,93,1,6.71,RU,1605364033
439,tariba,7.82,-72.22,78.8,74,40,4.7,VE,1605364033
440,srednekolymsk,67.45,153.68,-15.52,87,0,1.5,RU,1605364033
441,waddan,29.16,16.14,73.47,35,0,7.74,LY,1605364033
442,flin flon,54.77,-101.86,21.2,92,90,3.36,CA,1605364033
443,doha,25.29,51.53,81.0,36,0,16.11,QA,1605363912
444,nhulunbuy,-12.23,136.77,80.6,83,92,3.36,AU,1605364034
445,tiarei,-17.53,-149.33,75.2,83,20,1.12,PF,1605364034
446,vestmanna,62.16,-7.17,44.6,81,0,12.75,FO,1605364034
447,drayton valley,53.22,-114.99,22.62,96,100,8.1,CA,1605364034
448,krasnyy yar,46.53,48.35,39.2,60,0,2.24,RU,1605364034
449,udachnyy,66.42,112.4,-0.4,84,90,4.47,RU,1605364034
450,nenjiang,49.18,125.22,25.27,91,0,3.51,CN,1605364034
451,luanda,-8.84,13.23,84.2,66,20,11.41,AO,1605364034
452,abu samrah,35.3,37.18,67.71,43,98,7.18,SY,1605364034
453,totolapa,18.52,-96.18,71.6,94,40,3.4,MX,1605364034
454,acarau,-2.89,-40.12,90.84,50,96,19.15,BR,1605364034
455,mackay,-21.15,149.2,73.99,94,45,3.36,AU,1605364034
456,matay,28.42,30.78,78.91,36,0,16.98,EG,1605364034
457,puerto escondido,15.85,-97.07,75.2,83,20,8.05,MX,1605364034
458,chagoda,59.16,35.33,35.92,96,100,5.44,RU,1605364034
459,ariquemes,-9.91,-63.04,90.32,52,99,3.8,BR,1605364034
460,pitimbu,-7.47,-34.81,86.0,70,75,14.99,BR,1605364034
461,cherskiy,68.75,161.3,-8.37,86,100,6.49,RU,1605364035
462,jodhpur,26.29,73.03,78.17,28,2,6.53,IN,1605364035
463,acapulco,16.86,-99.89,78.8,78,40,4.7,MX,1605363739
464,shieli,44.17,66.75,37.33,69,100,10.92,KZ,1605364035
465,gualeguaychu,-33.01,-58.52,75.99,71,61,1.99,AR,1605364035
466,padang,-0.95,100.35,80.06,79,100,2.95,ID,1605363857
467,mitsamiouli,-11.38,43.28,79.5,78,71,10.98,KM,1605364035
468,oranjemund,-28.55,16.43,65.35,65,0,16.62,NA,1605364035
469,alofi,-19.06,-169.92,73.4,94,60,8.05,NU,1605364035
470,pisco,-13.7,-76.22,64.99,88,90,4.7,PE,1605364035
471,ranfurly,-45.13,170.1,48.99,76,71,5.88,NZ,1605364035
472,arman,59.7,150.17,19.85,96,100,11.36,RU,1605364035
473,baykit,61.67,96.37,2.26,90,43,1.59,RU,1605364035
474,nagornskiy,58.77,57.55,8.33,95,0,3.49,RU,1605364035
475,osa,57.28,55.46,14.09,94,0,4.94,RU,1605364035
476,saint-pierre,-21.34,55.48,75.2,78,75,9.17,RE,1605364035
477,falmouth,50.15,-5.07,57.2,93,100,35.57,GB,1605364035
478,parry sound,45.35,-80.03,35.01,64,85,0.38,CA,1605364036
479,semnan,35.57,53.4,47.84,54,7,2.73,IR,1605364036
480,iskenderun,36.59,36.17,71.01,49,40,3.36,TR,1605364036
481,shelburne,44.08,-80.2,39.0,75,83,5.84,CA,1605363790
482,filadelfia,39.95,-75.16,50.0,55,20,12.75,US,1605364027
483,airai,-8.93,125.41,64.49,87,0,0.94,TL,1605364036
484,pitanga,-24.76,-51.76,82.94,42,0,5.99,BR,1605363882
485,margate,51.38,1.39,59.0,76,100,8.01,GB,1605364036
486,eilenburg,51.46,12.63,61.0,67,0,3.36,DE,1605364036
487,ridgecrest,35.62,-117.67,43.0,52,0,3.0,US,1605364036
488,summerville,33.02,-80.18,69.8,93,90,3.36,US,1605364036
489,mogzon,51.74,111.96,17.82,95,88,1.97,RU,1605364036
490,partizanskoye,55.5,94.39,20.53,92,97,1.54,RU,1605364036
491,kununurra,-15.77,128.73,86.0,74,1,11.41,AU,1605364036
492,nishihara,26.18,127.76,75.2,88,20,13.87,JP,1605364036
493,mackenzie,55.3,-123.17,23.0,100,1,4.7,CA,1605364036
494,tabas,33.6,56.92,59.0,40,0,6.93,IR,1605364036
495,haines junction,60.75,-137.51,15.8,85,99,1.12,CA,1605364037
496,dali,25.7,100.18,52.97,68,0,2.35,CN,1605364037
497,havelock,34.88,-76.9,61.0,72,1,13.87,US,1605363759
498,karratha,-20.74,116.85,76.69,60,0,19.3,AU,1605364037
499,kudahuvadhoo,2.67,72.89,83.16,74,100,6.15,MV,1605364037
500,san rafael,-34.62,-68.33,66.31,36,0,13.38,AR,1605364037
501,kirakira,-10.45,161.92,79.59,81,17,5.97,SB,1605364037
502,pozoblanco,38.38,-4.85,60.8,93,90,4.7,ES,1605364037
503,tarakan,3.3,117.63,82.96,76,86,7.58,ID,1605364037
504,shymkent,42.3,69.6,37.4,74,40,13.42,KZ,1605364037
505,conde,-7.26,-34.91,86.0,70,75,14.99,BR,1605363973
506,athabasca,54.72,-113.29,17.6,92,100,4.7,CA,1605364037
507,lompoc,34.64,-120.46,50.0,100,90,4.7,US,1605364037
508,kapoeta,4.77,33.59,90.7,34,97,12.37,SS,1605364037
509,fairbanks,64.84,-147.72,15.8,85,90,2.24,US,1605363931
510,sibolga,1.74,98.78,79.5,81,100,2.24,ID,1605364037
511,vangaindrano,-23.35,47.6,71.55,73,87,8.32,MG,1605364037
512,kyakhta,50.35,106.45,22.48,93,12,2.71,RU,1605364037
513,kirkwall,58.98,-2.96,50.0,87,20,21.92,GB,1605364038
514,vila,42.03,-8.16,57.0,79,100,7.0,PT,1605364038
515,komsomolskiy,40.43,71.72,42.8,81,90,4.7,UZ,1605364038
516,powell,40.16,-83.08,34.0,92,1,5.21,US,1605363805
517,fare,-16.7,-151.02,79.79,77,87,8.86,PF,1605364038
518,wahiawa,21.5,-158.02,75.2,94,20,5.44,US,1605364038
519,oistins,13.07,-59.53,86.0,74,75,12.75,BB,1605364038
520,marawi,8.0,124.29,79.0,86,7,5.99,PH,1605364038
521,namibe,-15.2,12.15,75.06,70,30,12.5,AO,1605364038
522,awbari,26.59,12.78,74.19,28,0,10.63,LY,1605364038
523,nizhnyaya tavda,57.67,66.17,11.64,95,100,12.3,RU,1605364038
524,hirara,24.8,125.28,75.9,75,0,20.54,JP,1605364038
525,chicama,-7.84,-79.15,64.4,82,90,6.93,PE,1605364038
526,rivadavia,-33.19,-68.46,62.6,67,75,20.8,AR,1605364038
527,holland,42.79,-86.11,32.0,80,1,13.87,US,1605363750
528,grand-lahou,5.14,-5.02,83.12,74,25,4.79,CI,1605364038
529,labuhan,-6.88,112.21,83.8,77,69,5.93,ID,1605364038
530,gari,59.43,62.35,12.72,90,0,6.69,RU,1605364039
531,lixourion,38.2,20.43,68.0,82,20,14.99,GR,1605364039
532,kayerkan,69.35,87.76,-20.2,75,0,6.71,RU,1605364039
533,bara,10.37,10.73,96.8,25,3,18.34,NG,1605364039
534,mattru,7.62,-11.83,91.98,37,0,4.88,SL,1605364039
535,mehran,33.12,46.16,55.4,43,0,4.7,IR,1605364039
536,las vegas,36.17,-115.14,55.4,28,1,14.99,US,1605364018
537,palma,39.57,2.65,73.4,64,0,6.93,ES,1605363744
538,zabid,14.2,43.32,85.1,59,79,10.47,YE,1605364039
539,maicao,11.38,-72.24,83.35,71,89,5.68,CO,1605364039
540,madang,-5.22,145.8,79.16,86,96,4.36,PG,1605364039
541,gubkinskiy,64.43,76.5,-13.31,90,19,1.19,RU,1605364039
542,ningbo,29.88,121.55,62.01,87,7,2.24,CN,1605364025
543,never,46.99,3.16,66.2,59,0,10.29,FR,1605364039
544,hasanabad,36.55,61.05,48.2,61,0,3.56,IR,1605364040
545,plettenberg bay,-34.05,23.37,67.14,66,22,7.56,ZA,1605364040
546,aden,12.78,45.04,81.03,67,0,8.48,YE,1605363763
547,zhuhai,22.28,113.57,71.6,78,40,14.99,CN,1605364040
548,clinton,42.59,-82.92,35.01,80,20,4.88,US,1605364040
549,letka,59.6,49.42,15.42,93,1,3.49,RU,1605364040
550,maraba,-5.37,-49.12,91.4,63,75,5.82,BR,1605364040
551,teeli,51.03,90.23,15.89,92,98,2.21,RU,1605364040
552,pangnirtung,66.15,-65.71,8.13,83,94,3.24,CA,1605364040
553,pingliang,35.54,106.69,46.0,37,77,11.99,CN,1605364040
554,ugoofaaru,5.67,73.0,83.84,75,100,6.35,MV,1605364040
555,puerto narino,-3.77,-70.38,80.6,83,75,5.82,CO,1605364040
556,kerema,-7.96,145.78,78.98,83,100,5.41,PG,1605364040
557,parabel,58.7,81.48,17.62,97,83,3.78,RU,1605364040
558,harrisburg,40.27,-76.88,46.99,61,1,6.93,US,1605363892
559,tabuk,17.42,121.44,74.93,89,95,4.36,PH,1605364041
560,adrar,20.5,-10.07,89.76,12,23,14.81,MR,1605364041
561,snezhnogorsk,69.19,33.25,35.6,80,0,6.71,RU,1605364041
562,rocha,-34.48,-54.33,76.12,63,43,5.01,UY,1605364041
563,zolotonosha,49.67,32.04,40.66,69,100,4.38,UA,1605364041
564,muhoroni,-0.15,35.2,73.4,64,75,16.11,KE,1605364041
565,kargasok,59.06,80.86,16.45,98,90,5.12,RU,1605364041
